split,label,core,sec,path
train,fake,outside_talking_still_laughing,26,data/train/fake/outside_talking_still_laughing__t0026__fake.jpg
train,fake,df50_fake.jpg,,data/train/fake/df50_fake.jpg
train,fake,df51_fake.jpg,,data/train/fake/df51_fake.jpg
train,fake,talking_angry_couch,27,data/train/fake/talking_angry_couch__t0027__fake.jpg
train,fake,walking_down_indoor_hall_disgust,1,data/train/fake/walking_down_indoor_hall_disgust__t0001__fake.jpg
train,fake,talking_against_wall,12,data/train/fake/talking_against_wall__t0012__fake.jpg
train,fake,outside_talking_pan_laughing,4,data/train/fake/outside_talking_pan_laughing__t0004__fake.jpg
train,fake,df63_fake.jpg,,data/train/fake/df63_fake.jpg
train,fake,df62_fake.jpg,,data/train/fake/df62_fake.jpg
train,fake,kitchen_pan,6,data/train/fake/kitchen_pan__t0006__fake.jpg
train,fake,talking_angry_couch,57,data/train/fake/talking_angry_couch__t0057__fake.jpg
train,fake,talking_against_wall,18,data/train/fake/talking_against_wall__t0018__fake.jpg
train,fake,walking_and_outside_surprised,5,data/train/fake/walking_and_outside_surprised__t0005__fake.jpg
train,fake,podium_speech_happy,17,data/train/fake/podium_speech_happy__t0017__fake.jpg
train,fake,podium_speech_happy,3,data/train/fake/podium_speech_happy__t0003__fake.jpg
train,fake,talking_angry_couch,39,data/train/fake/talking_angry_couch__t0039__fake.jpg
train,fake,df4_fake.jpg,,data/train/fake/df4_fake.jpg
train,fake,walking_and_outside_surprised,11,data/train/fake/walking_and_outside_surprised__t0011__fake.jpg
train,fake,df5_fake.jpg,,data/train/fake/df5_fake.jpg
train,fake,talking_angry_couch,43,data/train/fake/talking_angry_couch__t0043__fake.jpg
train,fake,kitchen_pan,12,data/train/fake/kitchen_pan__t0012__fake.jpg
train,fake,outside_talking_pan_laughing,10,data/train/fake/outside_talking_pan_laughing__t0010__fake.jpg
train,fake,outside_talking_still_laughing,19,data/train/fake/outside_talking_still_laughing__t0019__fake.jpg
train,fake,podium_speech_happy,22,data/train/fake/podium_speech_happy__t0022__fake.jpg
train,fake,talking_angry_couch,18,data/train/fake/talking_angry_couch__t0018__fake.jpg
train,fake,walking_and_outside_surprised,30,data/train/fake/walking_and_outside_surprised__t0030__fake.jpg
train,fake,walking_outside_cafe_disgusted,7,data/train/fake/walking_outside_cafe_disgusted__t0007__fake.jpg
train,fake,talking_angry_couch,62,data/train/fake/talking_angry_couch__t0062__fake.jpg
train,fake,kitchen_pan,27,data/train/fake/kitchen_pan__t0027__fake.jpg
train,fake,df14_fake.jpg,,data/train/fake/df14_fake.jpg
train,fake,outside_talking_pan_laughing,25,data/train/fake/outside_talking_pan_laughing__t0025__fake.jpg
train,fake,df15_fake.jpg,,data/train/fake/df15_fake.jpg
train,fake,walking_outside_cafe_disgusted,13,data/train/fake/walking_outside_cafe_disgusted__t0013__fake.jpg
train,fake,walking_and_outside_surprised,24,data/train/fake/walking_and_outside_surprised__t0024__fake.jpg
train,fake,walking_and_outside_surprised,8,data/train/fake/walking_and_outside_surprised__t0008__fake.jpg
train,fake,walking_down_indoor_hall_disgust,6,data/train/fake/walking_down_indoor_hall_disgust__t0006__fake.jpg
train,fake,hugging_happy,32,data/train/fake/hugging_happy__t0032__fake.jpg
train,fake,talking_against_wall,15,data/train/fake/talking_against_wall__t0015__fake.jpg
train,fake,outside_talking_pan_laughing,9,data/train/fake/outside_talking_pan_laughing__t0009__fake.jpg
train,fake,outside_talking_still_laughing,21,data/train/fake/outside_talking_still_laughing__t0021__fake.jpg
train,fake,df20_fake.jpg,,data/train/fake/df20_fake.jpg
train,fake,df21_fake.jpg,,data/train/fake/df21_fake.jpg
train,fake,talking_angry_couch,20,data/train/fake/talking_angry_couch__t0020__fake.jpg
train,fake,talking_angry_couch,34,data/train/fake/talking_angry_couch__t0034__fake.jpg
train,fake,walking_down_street_outside_angry,2,data/train/fake/walking_down_street_outside_angry__t0002__fake.jpg
train,fake,talking_against_wall,1,data/train/fake/talking_against_wall__t0001__fake.jpg
train,fake,hugging_happy,26,data/train/fake/hugging_happy__t0026__fake.jpg
train,fake,df69_fake.jpg,,data/train/fake/df69_fake.jpg
train,fake,df68_fake.jpg,,data/train/fake/df68_fake.jpg
train,fake,walking_down_indoor_hall_disgust,12,data/train/fake/walking_down_indoor_hall_disgust__t0012__fake.jpg
train,fake,talking_angry_couch,15,data/train/fake/talking_angry_couch__t0015__fake.jpg
train,fake,walking_and_outside_surprised,47,data/train/fake/walking_and_outside_surprised__t0047__fake.jpg
train,fake,outside_talking_still_laughing,14,data/train/fake/outside_talking_still_laughing__t0014__fake.jpg
train,fake,hugging_happy,7,data/train/fake/hugging_happy__t0007__fake.jpg
train,fake,talking_against_wall,20,data/train/fake/talking_against_wall__t0020__fake.jpg
train,fake,walking_down_indoor_hall_disgust,33,data/train/fake/walking_down_indoor_hall_disgust__t0033__fake.jpg
train,fake,walking_down_indoor_hall_disgust,27,data/train/fake/walking_down_indoor_hall_disgust__t0027__fake.jpg
train,fake,walking_and_outside_surprised,29,data/train/fake/walking_and_outside_surprised__t0029__fake.jpg
train,fake,talking_against_wall,34,data/train/fake/talking_against_wall__t0034__fake.jpg
train,fake,hugging_happy,13,data/train/fake/hugging_happy__t0013__fake.jpg
train,fake,outside_talking_pan_laughing,28,data/train/fake/outside_talking_pan_laughing__t0028__fake.jpg
train,fake,df57_fake.jpg,,data/train/fake/df57_fake.jpg
train,fake,df56_fake.jpg,,data/train/fake/df56_fake.jpg
train,fake,talking_angry_couch,1,data/train/fake/talking_angry_couch__t0001__fake.jpg
train,fake,walking_outside_cafe_disgusted,1,data/train/fake/walking_outside_cafe_disgusted__t0001__fake.jpg
train,fake,walking_and_outside_surprised,36,data/train/fake/walking_and_outside_surprised__t0036__fake.jpg
train,fake,podium_speech_happy,24,data/train/fake/podium_speech_happy__t0024__fake.jpg
train,fake,podium_speech_happy,30,data/train/fake/podium_speech_happy__t0030__fake.jpg
train,fake,hugging_happy,18,data/train/fake/hugging_happy__t0018__fake.jpg
train,fake,kitchen_pan,21,data/train/fake/kitchen_pan__t0021__fake.jpg
train,fake,outside_talking_pan_laughing,23,data/train/fake/outside_talking_pan_laughing__t0023__fake.jpg
train,fake,walking_and_outside_surprised,22,data/train/fake/walking_and_outside_surprised__t0022__fake.jpg
train,fake,walking_outside_cafe_disgusted,15,data/train/fake/walking_outside_cafe_disgusted__t0015__fake.jpg
train,fake,podium_speech_happy,11,data/train/fake/podium_speech_happy__t0011__fake.jpg
train,fake,talking_angry_couch,51,data/train/fake/talking_angry_couch__t0051__fake.jpg
train,fake,outside_talking_pan_laughing,2,data/train/fake/outside_talking_pan_laughing__t0002__fake.jpg
train,fake,walking_and_outside_surprised,3,data/train/fake/walking_and_outside_surprised__t0003__fake.jpg
train,fake,walking_down_indoor_hall_disgust,19,data/train/fake/walking_down_indoor_hall_disgust__t0019__fake.jpg
train,fake,walking_and_outside_surprised,17,data/train/fake/walking_and_outside_surprised__t0017__fake.jpg
train,fake,kitchen_pan,14,data/train/fake/kitchen_pan__t0014__fake.jpg
train,fake,outside_talking_pan_laughing,16,data/train/fake/outside_talking_pan_laughing__t0016__fake.jpg
train,fake,walking_down_street_outside_angry,9,data/train/fake/walking_down_street_outside_angry__t0009__fake.jpg
train,fake,talking_angry_couch,45,data/train/fake/talking_angry_couch__t0045__fake.jpg
train,fake,podium_speech_happy,5,data/train/fake/podium_speech_happy__t0005__fake.jpg
train,fake,hugging_happy,1,data/train/fake/hugging_happy__t0001__fake.jpg
train,fake,talking_against_wall,26,data/train/fake/talking_against_wall__t0026__fake.jpg
train,fake,podium_speech_happy,29,data/train/fake/podium_speech_happy__t0029__fake.jpg
train,fake,talking_angry_couch,13,data/train/fake/talking_angry_couch__t0013__fake.jpg
train,fake,outside_talking_still_laughing,12,data/train/fake/outside_talking_still_laughing__t0012__fake.jpg
train,fake,walking_and_outside_surprised,41,data/train/fake/walking_and_outside_surprised__t0041__fake.jpg
train,fake,df37_fake.jpg,,data/train/fake/df37_fake.jpg
train,fake,df36_fake.jpg,,data/train/fake/df36_fake.jpg
train,fake,outside_talking_still_laughing,6,data/train/fake/outside_talking_still_laughing__t0006__fake.jpg
train,fake,talking_angry_couch,7,data/train/fake/talking_angry_couch__t0007__fake.jpg
train,fake,secret_conversation,1,data/train/fake/secret_conversation__t0001__fake.jpg
train,fake,walking_down_indoor_hall_disgust,21,data/train/fake/walking_down_indoor_hall_disgust__t0021__fake.jpg
train,fake,talking_against_wall,32,data/train/fake/talking_against_wall__t0032__fake.jpg
train,fake,hugging_happy,15,data/train/fake/hugging_happy__t0015__fake.jpg
train,fake,df40_fake.jpg,,data/train/fake/df40_fake.jpg
train,fake,df41_fake.jpg,,data/train/fake/df41_fake.jpg
train,fake,outside_talking_still_laughing,27,data/train/fake/outside_talking_still_laughing__t0027__fake.jpg
train,fake,talking_angry_couch,26,data/train/fake/talking_angry_couch__t0026__fake.jpg
train,fake,walking_down_street_outside_angry,10,data/train/fake/walking_down_street_outside_angry__t0010__fake.jpg
train,fake,talking_against_wall,13,data/train/fake/talking_against_wall__t0013__fake.jpg
train,fake,talking_against_wall,7,data/train/fake/talking_against_wall__t0007__fake.jpg
train,fake,talking_angry_couch,48,data/train/fake/talking_angry_couch__t0048__fake.jpg
train,fake,hugging_happy,20,data/train/fake/hugging_happy__t0020__fake.jpg
train,fake,walking_down_street_outside_angry,4,data/train/fake/walking_down_street_outside_angry__t0004__fake.jpg
train,fake,kitchen_pan,19,data/train/fake/kitchen_pan__t0019__fake.jpg
train,fake,walking_down_indoor_hall_disgust,14,data/train/fake/walking_down_indoor_hall_disgust__t0014__fake.jpg
train,fake,podium_speech_happy,8,data/train/fake/podium_speech_happy__t0008__fake.jpg
train,fake,talking_angry_couch,32,data/train/fake/talking_angry_couch__t0032__fake.jpg
train,real,talking_angry_couch,6,data/train/real/talking_angry_couch__t0006__real.jpg
train,real,df27_real.jpg,,data/train/real/df27_real.jpg
train,real,df26_real.jpg,,data/train/real/df26_real.jpg
train,real,outside_talking_still_laughing,7,data/train/real/outside_talking_still_laughing__t0007__real.jpg
train,real,df9_real.jpg,,data/train/real/df9_real.jpg
train,real,talking_against_wall,33,data/train/real/talking_against_wall__t0033__real.jpg
train,real,df8_real.jpg,,data/train/real/df8_real.jpg
train,real,hugging_happy,14,data/train/real/hugging_happy__t0014__real.jpg
train,real,walking_down_indoor_hall_disgust,20,data/train/real/walking_down_indoor_hall_disgust__t0020__real.jpg
train,real,walking_down_indoor_hall_disgust,34,data/train/real/walking_down_indoor_hall_disgust__t0034__real.jpg
train,real,talking_against_wall,27,data/train/real/talking_against_wall__t0027__real.jpg
train,real,outside_talking_still_laughing,13,data/train/real/outside_talking_still_laughing__t0013__real.jpg
train,real,walking_and_outside_surprised,40,data/train/real/walking_and_outside_surprised__t0040__real.jpg
train,real,podium_speech_happy,28,data/train/real/podium_speech_happy__t0028__real.jpg
train,real,talking_angry_couch,12,data/train/real/talking_angry_couch__t0012__real.jpg
train,real,walking_down_indoor_hall_disgust,15,data/train/real/walking_down_indoor_hall_disgust__t0015__real.jpg
train,real,df19_real.jpg,,data/train/real/df19_real.jpg
train,real,df18_real.jpg,,data/train/real/df18_real.jpg
train,real,talking_against_wall,6,data/train/real/talking_against_wall__t0006__real.jpg
train,real,talking_angry_couch,49,data/train/real/talking_angry_couch__t0049__real.jpg
train,real,hugging_happy,21,data/train/real/hugging_happy__t0021__real.jpg
train,real,walking_down_street_outside_angry,5,data/train/real/walking_down_street_outside_angry__t0005__real.jpg
train,real,kitchen_pan,18,data/train/real/kitchen_pan__t0018__real.jpg
train,real,podium_speech_happy,9,data/train/real/podium_speech_happy__t0009__real.jpg
train,real,talking_angry_couch,33,data/train/real/talking_angry_couch__t0033__real.jpg
train,real,talking_angry_couch,27,data/train/real/talking_angry_couch__t0027__real.jpg
train,real,df50_real.jpg,,data/train/real/df50_real.jpg
train,real,df51_real.jpg,,data/train/real/df51_real.jpg
train,real,outside_talking_still_laughing,26,data/train/real/outside_talking_still_laughing__t0026__real.jpg
train,real,talking_against_wall,12,data/train/real/talking_against_wall__t0012__real.jpg
train,real,walking_down_indoor_hall_disgust,1,data/train/real/walking_down_indoor_hall_disgust__t0001__real.jpg
train,real,podium_speech_happy,31,data/train/real/podium_speech_happy__t0031__real.jpg
train,real,walking_and_outside_surprised,23,data/train/real/walking_and_outside_surprised__t0023__real.jpg
train,real,walking_outside_cafe_disgusted,14,data/train/real/walking_outside_cafe_disgusted__t0014__real.jpg
train,real,hugging_happy,19,data/train/real/hugging_happy__t0019__real.jpg
train,real,df64_real.jpg,,data/train/real/df64_real.jpg
train,real,kitchen_pan,20,data/train/real/kitchen_pan__t0020__real.jpg
train,real,outside_talking_pan_laughing,22,data/train/real/outside_talking_pan_laughing__t0022__real.jpg
train,real,df65_real.jpg,,data/train/real/df65_real.jpg
train,real,walking_and_outside_surprised,37,data/train/real/walking_and_outside_surprised__t0037__real.jpg
train,real,df3_real.jpg,,data/train/real/df3_real.jpg
train,real,df2_real.jpg,,data/train/real/df2_real.jpg
train,real,podium_speech_happy,25,data/train/real/podium_speech_happy__t0025__real.jpg
train,real,kitchen_pan,15,data/train/real/kitchen_pan__t0015__real.jpg
train,real,outside_talking_pan_laughing,17,data/train/real/outside_talking_pan_laughing__t0017__real.jpg
train,real,walking_down_street_outside_angry,8,data/train/real/walking_down_street_outside_angry__t0008__real.jpg
train,real,talking_angry_couch,44,data/train/real/talking_angry_couch__t0044__real.jpg
train,real,walking_down_indoor_hall_disgust,18,data/train/real/walking_down_indoor_hall_disgust__t0018__real.jpg
train,real,walking_and_outside_surprised,16,data/train/real/walking_and_outside_surprised__t0016__real.jpg
train,real,podium_speech_happy,4,data/train/real/podium_speech_happy__t0004__real.jpg
train,real,podium_speech_happy,10,data/train/real/podium_speech_happy__t0010__real.jpg
train,real,walking_and_outside_surprised,2,data/train/real/walking_and_outside_surprised__t0002__real.jpg
train,real,talking_angry_couch,50,data/train/real/talking_angry_couch__t0050__real.jpg
train,real,outside_talking_pan_laughing,3,data/train/real/outside_talking_pan_laughing__t0003__real.jpg
train,real,df13_real.jpg,,data/train/real/df13_real.jpg
train,real,df12_real.jpg,,data/train/real/df12_real.jpg
train,real,kitchen_pan,1,data/train/real/kitchen_pan__t0001__real.jpg
train,real,talking_angry_couch,35,data/train/real/talking_angry_couch__t0035__real.jpg
train,real,walking_down_indoor_hall_disgust,13,data/train/real/walking_down_indoor_hall_disgust__t0013__real.jpg
train,real,walking_down_street_outside_angry,3,data/train/real/walking_down_street_outside_angry__t0003__real.jpg
train,real,hugging_happy,27,data/train/real/hugging_happy__t0027__real.jpg
train,real,talking_against_wall,14,data/train/real/talking_against_wall__t0014__real.jpg
train,real,outside_talking_pan_laughing,8,data/train/real/outside_talking_pan_laughing__t0008__real.jpg
train,real,walking_and_outside_surprised,9,data/train/real/walking_and_outside_surprised__t0009__real.jpg
train,real,walking_down_indoor_hall_disgust,7,data/train/real/walking_down_indoor_hall_disgust__t0007__real.jpg
train,real,talking_angry_couch,21,data/train/real/talking_angry_couch__t0021__real.jpg
train,real,outside_talking_still_laughing,20,data/train/real/outside_talking_still_laughing__t0020__real.jpg
train,real,df30_real.jpg,,data/train/real/df30_real.jpg
train,real,df31_real.jpg,,data/train/real/df31_real.jpg
train,real,talking_against_wall,35,data/train/real/talking_against_wall__t0035__real.jpg
train,real,hugging_happy,12,data/train/real/hugging_happy__t0012__real.jpg
train,real,outside_talking_pan_laughing,29,data/train/real/outside_talking_pan_laughing__t0029__real.jpg
train,real,walking_down_indoor_hall_disgust,26,data/train/real/walking_down_indoor_hall_disgust__t0026__real.jpg
train,real,walking_and_outside_surprised,28,data/train/real/walking_and_outside_surprised__t0028__real.jpg
train,real,outside_talking_still_laughing,1,data/train/real/outside_talking_still_laughing__t0001__real.jpg
train,real,df47_real.jpg,,data/train/real/df47_real.jpg
train,real,df46_real.jpg,,data/train/real/df46_real.jpg
train,real,walking_and_outside_surprised,46,data/train/real/walking_and_outside_surprised__t0046__real.jpg
train,real,outside_talking_still_laughing,15,data/train/real/outside_talking_still_laughing__t0015__real.jpg
train,real,talking_angry_couch,14,data/train/real/talking_angry_couch__t0014__real.jpg
train,real,walking_down_indoor_hall_disgust,32,data/train/real/walking_down_indoor_hall_disgust__t0032__real.jpg
train,real,hugging_happy,6,data/train/real/hugging_happy__t0006__real.jpg
train,real,talking_against_wall,21,data/train/real/talking_against_wall__t0021__real.jpg
train,real,podium_speech_happy,2,data/train/real/podium_speech_happy__t0002__real.jpg
train,real,talking_angry_couch,38,data/train/real/talking_angry_couch__t0038__real.jpg
train,real,talking_angry_couch,42,data/train/real/talking_angry_couch__t0042__real.jpg
train,real,kitchen_pan,13,data/train/real/kitchen_pan__t0013__real.jpg
train,real,outside_talking_pan_laughing,11,data/train/real/outside_talking_pan_laughing__t0011__real.jpg
train,real,walking_and_outside_surprised,10,data/train/real/walking_and_outside_surprised__t0010__real.jpg
train,real,walking_and_outside_surprised,4,data/train/real/walking_and_outside_surprised__t0004__real.jpg
train,real,outside_talking_pan_laughing,5,data/train/real/outside_talking_pan_laughing__t0005__real.jpg
train,real,kitchen_pan,7,data/train/real/kitchen_pan__t0007__real.jpg
train,real,talking_angry_couch,56,data/train/real/talking_angry_couch__t0056__real.jpg
train,real,talking_against_wall,19,data/train/real/talking_against_wall__t0019__real.jpg
train,real,podium_speech_happy,16,data/train/real/podium_speech_happy__t0016__real.jpg
train,real,walking_outside_cafe_disgusted,12,data/train/real/walking_outside_cafe_disgusted__t0012__real.jpg
train,real,walking_and_outside_surprised,25,data/train/real/walking_and_outside_surprised__t0025__real.jpg
train,real,kitchen_pan,26,data/train/real/kitchen_pan__t0026__real.jpg
train,real,outside_talking_pan_laughing,24,data/train/real/outside_talking_pan_laughing__t0024__real.jpg
train,real,podium_speech_happy,23,data/train/real/podium_speech_happy__t0023__real.jpg
train,real,talking_angry_couch,19,data/train/real/talking_angry_couch__t0019__real.jpg
train,real,outside_talking_still_laughing,18,data/train/real/outside_talking_still_laughing__t0018__real.jpg
train,real,talking_angry_couch,63,data/train/real/talking_angry_couch__t0063__real.jpg
train,real,walking_and_outside_surprised,31,data/train/real/walking_and_outside_surprised__t0031__real.jpg
train,real,walking_outside_cafe_disgusted,6,data/train/real/walking_outside_cafe_disgusted__t0006__real.jpg
train,real,hugging_happy,1,data/train/real/hugging_happy__t0001__real.jpg
train,real,talking_against_wall,26,data/train/real/talking_against_wall__t0026__real.jpg
train,real,walking_and_outside_surprised,41,data/train/real/walking_and_outside_surprised__t0041__real.jpg
train,real,outside_talking_still_laughing,12,data/train/real/outside_talking_still_laughing__t0012__real.jpg
train,real,talking_angry_couch,13,data/train/real/talking_angry_couch__t0013__real.jpg
train,real,podium_speech_happy,29,data/train/real/podium_speech_happy__t0029__real.jpg
train,real,secret_conversation,1,data/train/real/secret_conversation__t0001__real.jpg
train,real,talking_angry_couch,7,data/train/real/talking_angry_couch__t0007__real.jpg
train,real,outside_talking_still_laughing,6,data/train/real/outside_talking_still_laughing__t0006__real.jpg
train,real,df37_real.jpg,,data/train/real/df37_real.jpg
train,real,df36_real.jpg,,data/train/real/df36_real.jpg
train,real,talking_against_wall,32,data/train/real/talking_against_wall__t0032__real.jpg
train,real,hugging_happy,15,data/train/real/hugging_happy__t0015__real.jpg
train,real,walking_down_indoor_hall_disgust,21,data/train/real/walking_down_indoor_hall_disgust__t0021__real.jpg
train,real,talking_angry_couch,26,data/train/real/talking_angry_couch__t0026__real.jpg
train,real,outside_talking_still_laughing,27,data/train/real/outside_talking_still_laughing__t0027__real.jpg
train,real,df40_real.jpg,,data/train/real/df40_real.jpg
train,real,df41_real.jpg,,data/train/real/df41_real.jpg
train,real,talking_against_wall,13,data/train/real/talking_against_wall__t0013__real.jpg
train,real,walking_down_street_outside_angry,10,data/train/real/walking_down_street_outside_angry__t0010__real.jpg
train,real,walking_down_indoor_hall_disgust,14,data/train/real/walking_down_indoor_hall_disgust__t0014__real.jpg
train,real,walking_down_street_outside_angry,4,data/train/real/walking_down_street_outside_angry__t0004__real.jpg
train,real,kitchen_pan,19,data/train/real/kitchen_pan__t0019__real.jpg
train,real,talking_against_wall,7,data/train/real/talking_against_wall__t0007__real.jpg
train,real,talking_angry_couch,48,data/train/real/talking_angry_couch__t0048__real.jpg
train,real,hugging_happy,20,data/train/real/hugging_happy__t0020__real.jpg
train,real,talking_angry_couch,32,data/train/real/talking_angry_couch__t0032__real.jpg
train,real,podium_speech_happy,8,data/train/real/podium_speech_happy__t0008__real.jpg
train,real,walking_and_outside_surprised,36,data/train/real/walking_and_outside_surprised__t0036__real.jpg
train,real,walking_outside_cafe_disgusted,1,data/train/real/walking_outside_cafe_disgusted__t0001__real.jpg
train,real,podium_speech_happy,24,data/train/real/podium_speech_happy__t0024__real.jpg
train,real,podium_speech_happy,30,data/train/real/podium_speech_happy__t0030__real.jpg
train,real,walking_outside_cafe_disgusted,15,data/train/real/walking_outside_cafe_disgusted__t0015__real.jpg
train,real,walking_and_outside_surprised,22,data/train/real/walking_and_outside_surprised__t0022__real.jpg
train,real,kitchen_pan,21,data/train/real/kitchen_pan__t0021__real.jpg
train,real,outside_talking_pan_laughing,23,data/train/real/outside_talking_pan_laughing__t0023__real.jpg
train,real,hugging_happy,18,data/train/real/hugging_happy__t0018__real.jpg
train,real,podium_speech_happy,11,data/train/real/podium_speech_happy__t0011__real.jpg
train,real,walking_and_outside_surprised,3,data/train/real/walking_and_outside_surprised__t0003__real.jpg
train,real,outside_talking_pan_laughing,2,data/train/real/outside_talking_pan_laughing__t0002__real.jpg
train,real,talking_angry_couch,51,data/train/real/talking_angry_couch__t0051__real.jpg
train,real,talking_angry_couch,45,data/train/real/talking_angry_couch__t0045__real.jpg
train,real,kitchen_pan,14,data/train/real/kitchen_pan__t0014__real.jpg
train,real,outside_talking_pan_laughing,16,data/train/real/outside_talking_pan_laughing__t0016__real.jpg
train,real,walking_down_street_outside_angry,9,data/train/real/walking_down_street_outside_angry__t0009__real.jpg
train,real,walking_down_indoor_hall_disgust,19,data/train/real/walking_down_indoor_hall_disgust__t0019__real.jpg
train,real,walking_and_outside_surprised,17,data/train/real/walking_and_outside_surprised__t0017__real.jpg
train,real,podium_speech_happy,5,data/train/real/podium_speech_happy__t0005__real.jpg
train,real,outside_talking_pan_laughing,9,data/train/real/outside_talking_pan_laughing__t0009__real.jpg
train,real,hugging_happy,32,data/train/real/hugging_happy__t0032__real.jpg
train,real,talking_against_wall,15,data/train/real/talking_against_wall__t0015__real.jpg
train,real,walking_and_outside_surprised,8,data/train/real/walking_and_outside_surprised__t0008__real.jpg
train,real,walking_down_indoor_hall_disgust,6,data/train/real/walking_down_indoor_hall_disgust__t0006__real.jpg
train,real,talking_angry_couch,20,data/train/real/talking_angry_couch__t0020__real.jpg
train,real,df20_real.jpg,,data/train/real/df20_real.jpg
train,real,df21_real.jpg,,data/train/real/df21_real.jpg
train,real,outside_talking_still_laughing,21,data/train/real/outside_talking_still_laughing__t0021__real.jpg
train,real,talking_angry_couch,34,data/train/real/talking_angry_couch__t0034__real.jpg
train,real,walking_down_indoor_hall_disgust,12,data/train/real/walking_down_indoor_hall_disgust__t0012__real.jpg
train,real,df69_real.jpg,,data/train/real/df69_real.jpg
train,real,df68_real.jpg,,data/train/real/df68_real.jpg
train,real,talking_against_wall,1,data/train/real/talking_against_wall__t0001__real.jpg
train,real,hugging_happy,26,data/train/real/hugging_happy__t0026__real.jpg
train,real,walking_down_street_outside_angry,2,data/train/real/walking_down_street_outside_angry__t0002__real.jpg
train,real,outside_talking_still_laughing,14,data/train/real/outside_talking_still_laughing__t0014__real.jpg
train,real,walking_and_outside_surprised,47,data/train/real/walking_and_outside_surprised__t0047__real.jpg
train,real,talking_angry_couch,15,data/train/real/talking_angry_couch__t0015__real.jpg
train,real,walking_down_indoor_hall_disgust,33,data/train/real/walking_down_indoor_hall_disgust__t0033__real.jpg
train,real,hugging_happy,7,data/train/real/hugging_happy__t0007__real.jpg
train,real,talking_against_wall,20,data/train/real/talking_against_wall__t0020__real.jpg
train,real,outside_talking_pan_laughing,28,data/train/real/outside_talking_pan_laughing__t0028__real.jpg
train,real,talking_against_wall,34,data/train/real/talking_against_wall__t0034__real.jpg
train,real,hugging_happy,13,data/train/real/hugging_happy__t0013__real.jpg
train,real,walking_down_indoor_hall_disgust,27,data/train/real/walking_down_indoor_hall_disgust__t0027__real.jpg
train,real,walking_and_outside_surprised,29,data/train/real/walking_and_outside_surprised__t0029__real.jpg
train,real,talking_angry_couch,1,data/train/real/talking_angry_couch__t0001__real.jpg
train,real,df57_real.jpg,,data/train/real/df57_real.jpg
train,real,df56_real.jpg,,data/train/real/df56_real.jpg
train,real,walking_and_outside_surprised,5,data/train/real/walking_and_outside_surprised__t0005__real.jpg
train,real,talking_angry_couch,57,data/train/real/talking_angry_couch__t0057__real.jpg
train,real,talking_against_wall,18,data/train/real/talking_against_wall__t0018__real.jpg
train,real,df63_real.jpg,,data/train/real/df63_real.jpg
train,real,outside_talking_pan_laughing,4,data/train/real/outside_talking_pan_laughing__t0004__real.jpg
train,real,df62_real.jpg,,data/train/real/df62_real.jpg
train,real,kitchen_pan,6,data/train/real/kitchen_pan__t0006__real.jpg
train,real,podium_speech_happy,17,data/train/real/podium_speech_happy__t0017__real.jpg
train,real,talking_angry_couch,39,data/train/real/talking_angry_couch__t0039__real.jpg
train,real,podium_speech_happy,3,data/train/real/podium_speech_happy__t0003__real.jpg
train,real,kitchen_pan,12,data/train/real/kitchen_pan__t0012__real.jpg
train,real,outside_talking_pan_laughing,10,data/train/real/outside_talking_pan_laughing__t0010__real.jpg
train,real,talking_angry_couch,43,data/train/real/talking_angry_couch__t0043__real.jpg
train,real,df4_real.jpg,,data/train/real/df4_real.jpg
train,real,df5_real.jpg,,data/train/real/df5_real.jpg
train,real,walking_and_outside_surprised,11,data/train/real/walking_and_outside_surprised__t0011__real.jpg
train,real,talking_angry_couch,18,data/train/real/talking_angry_couch__t0018__real.jpg
train,real,podium_speech_happy,22,data/train/real/podium_speech_happy__t0022__real.jpg
train,real,outside_talking_still_laughing,19,data/train/real/outside_talking_still_laughing__t0019__real.jpg
train,real,talking_angry_couch,62,data/train/real/talking_angry_couch__t0062__real.jpg
train,real,walking_outside_cafe_disgusted,7,data/train/real/walking_outside_cafe_disgusted__t0007__real.jpg
train,real,walking_and_outside_surprised,30,data/train/real/walking_and_outside_surprised__t0030__real.jpg
train,real,walking_and_outside_surprised,24,data/train/real/walking_and_outside_surprised__t0024__real.jpg
train,real,walking_outside_cafe_disgusted,13,data/train/real/walking_outside_cafe_disgusted__t0013__real.jpg
train,real,df14_real.jpg,,data/train/real/df14_real.jpg
train,real,kitchen_pan,27,data/train/real/kitchen_pan__t0027__real.jpg
train,real,outside_talking_pan_laughing,25,data/train/real/outside_talking_pan_laughing__t0025__real.jpg
train,real,df15_real.jpg,,data/train/real/df15_real.jpg
train,real,talking_against_wall,4,data/train/real/talking_against_wall__t0004__real.jpg
train,real,hugging_happy,23,data/train/real/hugging_happy__t0023__real.jpg
train,real,outside_talking_pan_laughing,18,data/train/real/outside_talking_pan_laughing__t0018__real.jpg
train,real,walking_down_street_outside_angry,7,data/train/real/walking_down_street_outside_angry__t0007__real.jpg
train,real,walking_down_indoor_hall_disgust,17,data/train/real/walking_down_indoor_hall_disgust__t0017__real.jpg
train,real,walking_and_outside_surprised,19,data/train/real/walking_and_outside_surprised__t0019__real.jpg
train,real,df39_real.jpg,,data/train/real/df39_real.jpg
train,real,df38_real.jpg,,data/train/real/df38_real.jpg
train,real,talking_angry_couch,31,data/train/real/talking_angry_couch__t0031__real.jpg
